latencyMs,packetLossPercent,loadPercent,risk
199.779257046734,13.963234280394904,26.66196359547577,False
476.3428670767598,10.721927326882408,58.77108526405223,True
371.35709206947445,6.190552325726555,88.56512522887675,True
307.35607241457757,16.275900394138972,75.9002397768605,True
94.88894741236953,13.694623451077586,82.59050330753047,True
94.87736976137727,3.252338786897826,69.29050300396456,False
47.88013384073574,18.21854368987685,72.30489080660672,False
435.7645499719689,16.45074485846338,86.42760864087873,True
308.5352056367402,18.99599826583848,32.470120797326736,True
359.87483734210184,14.5143901677672,54.04824672788264,True
29.880557261985174,12.268303918715798,29.908849763764202,False
485.5567290377573,8.364860725812377,98.89012071969823,True
419.57246758420246,18.654569667080267,94.9653405717952,True
121.92277312557255,17.321277790008168,13.54841302316553,False
107.27598425940829,0.9043734021237881,73.50176552641196,False
108.03416472964824,0.5273394899450401,93.27234856740992,False
166.03627662057812,7.5292673375609915,26.25178106146002,False
271.8830871834742,16.211066615636657,61.11507074973665,True
227.33360894821556,19.74552258629889,92.39394678292376,True
159.78998729506012,3.0083378220705637,13.055138072721896,False
313.68938946674217,11.882614307042703,72.76782405221559,True
86.95705311298008,7.617817132620431,36.761410663529574,False
160.22943129690472,19.398287956292066,93.19565758388774,True
195.853684780972,16.842378462714173,97.39524206488309,True
238.91359242417724,16.766574094222758,94.98398402020905,True
396.8844614686465,9.373863195899405,52.67927949917174,True
115.84341543601268,8.296390046753304,87.58383858903821,True
266.8325304385336,5.468141438614125,86.00944586815633,True
304.3589930537804,1.1275099330185423,38.71904259189301,False
42.296198105598904,17.294447525101063,84.60239267356096,True
311.6215289126904,16.258020182601552,13.330687124394336,True
101.85157936989994,19.99435346572261,63.66428906338477,False
51.22476463293417,19.93273674147811,30.700795355893273,False
475.46505788159993,11.108634112052549,20.851019719955094,True
483.5033758757885,15.37974830361021,16.925788146628825,True
408.03072709590134,18.89531459764856,72.66598982903258,True
166.21460920321792,16.99294781354823,40.58874673912595,False
66.88261472306425,4.946962034863953,75.22900943758853,False
